,0
instrumentalness,0.3639765509634581
acousticness,0.1294297576017512
danceability,0.11369066111243704
speechiness,0.07386109477397133
duration_min,0.06293415238822862
decade,0.05002015297416274
energy,0.04747333260920466
valence,0.03615296672626273
loudness,0.031141828206740718
tempo,0.022874277871218752
liveness,0.018395687855791112
chorus_hit,0.017867560158555857
sections,0.011850861666225784
mode,0.009416169642922996
key,0.00796026735349017
time_signature,0.0029546780955782043
