popularity,tempo,energy,danceability
0,139.709,0.622,0.388
1,111.268,0.372,0.606
0,80.211,0.172,0.15
0,96.395,0.322,0.349
1,78.523,0.667,0.454
0,90.68,0.978,0.316
0,110.078,0.325,0.736
0,158.68,0.153,0.507
1,88.591,0.446,0.62
1,168.512,0.503,0.603
1,164.768,0.778,0.384
1,108.964,0.839,0.727
1,82.365,0.384,0.715
1,95.105,0.461,0.534
0,117.181,0.335,0.254
0,96.647,0.377,0.588
0,114.286,0.373,0.421
1,140.628,0.801,0.646
1,102.967,0.791,0.567
1,120.407,0.699,0.596
0,123.079,0.977,0.834
0,98.707,0.982,0.469
0,88.983,0.607,0.744
1,75.5,0.784,0.501
1,95.856,0.425,0.717
1,107.963,0.496,0.757
0,115.235,0.873,0.777
1,119.829,0.799,0.757
0,100.134,0.368,0.499
0,100.827,0.863,0.625
0,142.469,0.296,0.521
1,112.109,0.581,0.793
0,177.036,0.628,0.318
1,108.186,0.517,0.787
0,72.142,0.351,0.187
1,114.766,0.71,0.578
1,139.663,0.714,0.804
0,108.412,0.374,0.356
1,126.25,0.724,0.639
1,130.972,0.656,0.717
1,112.067,0.795,0.645
1,119.882,0.729,0.811
1,120.126,0.915,0.665
1,118.928,0.685,0.858
1,125.697,0.617,0.482
1,135.248,0.835,0.61
0,116.559,0.826,0.622
1,109.03,0.723,0.801
0,115.563,0.463,0.684
1,124.134,0.866,0.582
1,112.107,0.596,0.77
1,117.656,0.738,0.731
1,168.599,0.749,0.567
1,97.226,0.41,0.723
0,55.732,0.282,0.0758
0,115.374,0.722,0.563
1,117.565,0.92,0.787
0,127.424,0.754,0.735
1,106.371,0.515,0.745
0,96.58,0.629,0.666
0,113.082,0.447,0.835
0,129.017,0.641,0.523
1,98.241,0.765,0.673
0,153.904,0.337,0.581
0,136.072,0.241,0.404
1,95.529,0.63,0.628
0,86.894,0.562,0.466
0,97.966,0.577,0.594
0,180.508,0.337,0.282
1,109.618,0.771,0.674
1,140.531,0.835,0.7
0,135.166,0.456,0.493
0,110.742,0.406,0.686
0,140.75,0.918,0.252
1,113.05,0.916,0.356
0,95.298,0.203,0.738
1,125.165,0.683,0.598
1,109.165,0.727,0.7
1,75.876,0.787,0.453
1,109.936,0.569,0.724
1,132.557,0.801,0.445
0,167.527,0.729,0.548
1,133.713,0.497,0.687
0,128.434,0.86,0.631
1,84.124,0.639,0.66
1,122.141,0.574,0.6
1,93.059,0.512,0.624
1,138.068,0.683,0.844
0,113.353,0.998,0.492
0,82.568,0.262,0.52
0,116.915,0.638,0.833
1,118.208,0.526,0.73
1,134.917,0.629,0.512
1,132.456,0.919,0.489
1,114.434,0.296,0.729
0,94.11,0.551,0.605
0,111.837,0.699,0.597
1,122.203,0.603,0.825
0,100.123,0.177,0.393
0,177.557,0.875,0.391
0,110.405,0.952,0.246
1,158.907,0.891,0.454
1,101.288,0.45,0.534
1,119.759,0.718,0.686
1,116.93,0.794,0.606
1,119.61,0.756,0.731
1,81.182,0.612,0.584
1,117.68,0.579,0.671
1,126.421,0.643,0.734
0,79.613,0.126,0.221
0,121.029,0.762,0.405
1,89.9,0.931,0.525
1,125.462,0.846,0.629
0,126.575,0.723,0.746
0,161.63,0.839,0.158
0,124.939,0.647,0.682
0,129.306,0.432,0.558
1,115.272,0.943,0.63
1,88.334,0.538,0.606
1,144.539,0.207,0.353
0,127.528,0.501,0.599
0,103.92,0.257,0.505
0,179.332,0.403,0.277
0,127.802,0.709,0.582
0,90.461,0.435,0.785
1,115.975,0.62,0.842
1,134.006,0.793,0.655
1,123.706,0.892,0.502
0,111.877,0.348,0.955
0,122.364,0.512,0.322
0,97.856,0.294,0.543
1,115.091,0.924,0.707
0,122.004,0.64,0.749
1,160.633,0.631,0.246
0,110.745,0.899,0.641
0,72.167,0.314,0.193
1,143.685,0.352,0.502
0,155.41,0.767,0.527
1,119.226,0.789,0.54
1,156.222,0.378,0.543
1,145.745,0.641,0.425
1,102.457,0.63,0.683
0,171.483,0.533,0.4
1,100.961,0.925,0.661
1,146.69,0.75,0.682
0,122.998,0.689,0.832
0,81.69,0.418,0.561
1,107.24,0.911,0.745
0,76.001,0.401,0.534
1,111.874,0.872,0.565
0,89.602,0.258,0.521
1,77.126,0.573,0.493
0,133.332,0.694,0.502
1,123.385,0.758,0.918
1,96.476,0.434,0.799
0,117.168,0.865,0.403
1,143.839,0.831,0.521
0,99.734,0.484,0.641
0,135.255,0.475,0.428
0,131.702,0.88,0.338
1,116.409,0.84,0.705
0,118.936,0.139,0.401
0,126.787,0.775,0.346
1,163.603,0.885,0.408
1,118.762,0.521,0.481
1,127.791,0.69,0.756
0,117.511,0.752,0.64
0,98.984,0.311,0.764
1,109.196,0.604,0.905
1,105.322,0.542,0.637
1,116.663,0.821,0.69
0,90.213,0.2,0.397
1,116.246,0.734,0.656
0,118.809,0.675,0.512
0,123.213,0.856,0.626
0,107.908,0.817,0.83
0,113.0,0.379,0.722
1,110.55,0.63,0.8
0,88.52,0.395,0.741
1,121.233,0.696,0.699
1,114.144,0.301,0.809
1,71.69,0.345,0.678
0,97.807,0.473,0.46
0,179.101,0.849,0.362
1,76.698,0.294,0.548
1,114.764,0.333,0.795
0,133.926,0.848,0.507
1,118.849,0.554,0.595
1,97.909,0.942,0.511
1,98.125,0.609,0.652
0,95.191,0.262,0.582
1,90.997,0.523,0.566
1,137.003,0.912,0.609
1,109.598,0.52,0.733
1,169.798,0.956,0.471
0,152.806,0.91,0.252
0,88.529,0.699,0.652
0,104.913,0.542,0.602
1,135.833,0.604,0.615
0,100.79,0.614,0.432
0,136.816,0.898,0.684
0,133.03,0.795,0.522
0,133.371,0.711,0.5
1,184.204,0.633,0.66
1,140.902,0.873,0.544
1,191.683,0.724,0.56
0,146.928,0.978,0.424
1,128.447,0.578,0.722
1,119.845,0.543,0.798
0,126.287,0.837,0.627
0,123.412,0.464,0.511
1,108.703,0.578,0.892
0,111.111,0.627,0.841
1,117.204,0.734,0.715
1,130.803,0.795,0.759
1,110.013,0.75,0.605
0,121.992,0.454,0.561
0,126.287,0.777,0.473
0,79.945,0.97,0.386
0,130.627,0.951,0.264
0,173.445,0.623,0.246
0,129.161,0.636,0.74
0,101.611,0.48,0.436
1,121.343,0.58,0.764
0,172.202,0.79,0.713
1,77.71,0.781,0.589
1,141.362,0.582,0.534
1,132.231,0.935,0.473
0,109.437,0.692,0.65
1,92.79,0.59,0.351
1,100.978,0.485,0.817
0,172.718,0.363,0.338
0,148.406,0.686,0.358
1,149.724,0.418,0.805
0,120.008,0.579,0.344
1,114.531,0.643,0.51
1,87.559,0.901,0.536
1,100.567,0.65,0.733
0,100.179,0.549,0.862
1,132.373,0.645,0.707
0,124.271,0.576,0.615
1,99.928,0.894,0.66
0,93.514,0.68,0.775
0,105.576,0.668,0.85
1,138.214,0.686,0.668
1,67.765,0.355,0.336
1,92.346,0.852,0.658
1,131.023,0.773,0.691
1,143.798,0.397,0.582
0,93.974,0.635,0.437
1,112.321,0.809,0.626
1,122.338,0.702,0.755
1,130.834,0.803,0.624
0,146.663,0.819,0.621
0,109.756,0.792,0.575
1,140.97,0.892,0.578
0,170.74,0.678,0.43
1,111.891,0.555,0.757
0,175.967,0.371,0.278
0,82.727,0.708,0.228
0,99.192,0.515,0.893
1,114.59,0.717,0.766
0,80.083,0.273,0.336
1,122.01,0.832,0.597
1,141.77,0.376,0.348
1,122.419,0.92,0.603
1,113.67,0.925,0.767
0,105.991,0.71,0.733
1,110.172,0.62,0.753
1,114.52,0.648,0.675
0,90.932,0.371,0.376
0,121.521,0.691,0.525
1,103.387,0.982,0.591
0,136.732,0.462,0.598
0,111.535,0.593,0.649
1,119.852,0.871,0.571
1,113.061,0.808,0.676
0,148.13,0.397,0.256
0,119.622,0.652,0.61
0,140.188,0.42,0.496
0,133.18,0.504,0.564
1,105.228,0.427,0.866
0,114.493,0.353,0.474
1,124.507,0.444,0.768
1,83.955,0.621,0.47
1,114.045,0.396,0.846
0,94.345,0.663,0.375
1,116.923,0.857,0.764
1,133.617,0.526,0.607
0,134.642,0.811,0.452
0,146.567,0.902,0.129
0,135.368,0.0815,0.16
0,137.809,0.751,0.612
1,81.265,0.396,0.587
1,126.409,0.897,0.574
1,125.152,0.714,0.659
0,87.963,0.611,0.607
1,93.55,0.501,0.564
1,77.177,0.228,0.38
0,175.305,0.402,0.198
0,139.334,0.233,0.362
1,99.618,0.372,0.733
1,124.677,0.713,0.782
1,113.489,0.461,0.361
1,114.128,0.744,0.582
0,143.356,0.472,0.495
0,114.863,0.576,0.743
0,119.95,0.591,0.392
1,116.55,0.768,0.698
0,161.391,0.625,0.26
1,107.939,0.819,0.588
1,168.255,0.511,0.494
1,124.784,0.548,0.629
1,113.255,0.947,0.648
1,114.032,0.793,0.689
1,82.817,0.621,0.546
1,109.596,0.794,0.499
1,129.75,0.259,0.711
1,130.128,0.786,0.64
0,123.577,0.208,0.538
0,111.043,0.233,0.717
1,150.342,0.937,0.467
0,102.652,0.63,0.576
0,113.784,0.492,0.741
0,93.6,0.681,0.636
1,117.426,0.446,0.95
1,103.369,0.411,0.626
0,147.388,0.615,0.287
0,165.515,0.903,0.314
0,114.962,0.485,0.536
1,120.404,0.786,0.784
0,120.192,0.948,0.738
0,137.183,0.92,0.399
0,115.082,0.897,0.538
0,165.231,0.913,0.133
0,122.719,0.691,0.542
1,74.968,0.284,0.572
0,145.743,0.986,0.18
1,127.962,0.672,0.647
1,103.652,0.89,0.839
0,102.896,0.87,0.545
1,109.816,0.474,0.691
1,111.679,0.932,0.797
0,94.672,0.479,0.544
0,194.296,0.907,0.233
0,70.879,0.261,0.34
0,67.617,0.338,0.471
1,99.954,0.602,0.769
0,130.779,0.6,0.472
1,102.627,0.679,0.767
0,138.752,0.431,0.43
0,80.062,0.277,0.409
1,160.697,0.692,0.567
1,130.62,0.734,0.684
0,85.522,0.757,0.435
0,92.023,0.395,0.694
0,171.157,0.318,0.424
1,125.257,0.516,0.867
0,102.122,0.857,0.362
0,72.11,0.21,0.514
0,162.505,0.953,0.166
1,110.171,0.429,0.54
0,99.801,0.341,0.521
0,79.055,0.617,0.522
0,117.921,0.909,0.664
0,134.964,0.452,0.61
0,167.122,0.565,0.612
0,94.272,0.917,0.145
0,135.123,0.413,0.253
0,89.375,0.925,0.501
1,74.008,0.602,0.583
1,157.902,0.869,0.78
0,176.547,0.412,0.514
1,91.437,0.254,0.7
0,153.566,0.335,0.403
1,98.189,0.364,0.603
1,136.543,0.515,0.526
1,148.723,0.942,0.527
0,129.783,0.962,0.354
1,97.128,0.779,0.535
0,135.812,0.255,0.295
0,91.074,0.735,0.805
0,100.22,0.866,0.613
0,135.118,0.238,0.479
1,122.225,0.439,0.5
1,139.499,0.556,0.57
0,104.448,0.871,0.547
0,80.524,0.08,0.702
1,138.221,0.468,0.736
0,70.148,0.202,0.481
1,111.169,0.912,0.72
1,130.121,0.775,0.671
0,108.005,0.951,0.46
1,113.794,0.85,0.606
0,107.062,0.469,0.515
0,93.495,0.607,0.669
1,142.174,0.856,0.554
1,137.344,0.654,0.496
1,110.188,0.696,0.702
1,121.261,0.674,0.603
1,113.255,0.686,0.718
1,131.377,0.808,0.635
1,110.294,0.871,0.834
1,137.691,0.317,0.477
0,129.864,0.494,0.716
1,109.152,0.839,0.691
0,128.909,0.966,0.517
1,106.244,0.911,0.504
0,172.477,0.762,0.487
0,151.995,0.831,0.388
0,76.452,0.219,0.6
0,102.374,0.939,0.834
1,107.871,0.386,0.52
1,121.213,0.636,0.794
0,117.737,0.767,0.317
1,79.976,0.219,0.575
1,91.951,0.804,0.525
0,163.376,0.859,0.281
1,155.546,0.912,0.568
0,117.177,0.729,0.22
0,91.875,0.606,0.378
1,104.901,0.593,0.667
0,114.23,0.406,0.621
1,102.583,0.335,0.755
0,133.547,0.674,0.637
0,96.952,0.396,0.55
0,72.282,0.059,0.319
0,97.129,0.675,0.513
1,99.34,0.623,0.563
0,148.362,0.936,0.253
1,138.371,0.756,0.45
0,112.722,0.349,0.839
1,115.947,0.491,0.65
1,109.029,0.619,0.724
0,119.625,0.558,0.538
1,118.421,0.887,0.764
0,91.195,0.149,0.252
0,98.211,0.698,0.812
1,118.129,0.772,0.679
1,110.523,0.709,0.705
1,72.369,0.833,0.331
0,114.78,0.135,0.618
0,91.625,0.714,0.646
0,112.274,0.248,0.212
1,136.61,0.913,0.586
1,79.91,0.643,0.519
0,140.187,0.568,0.459
1,160.093,0.73,0.366
0,116.266,0.733,0.286
1,142.343,0.49,0.604
0,115.245,0.58,0.462
0,144.442,0.888,0.443
1,122.865,0.43,0.801
0,105.692,0.388,0.731
0,180.069,0.73,0.511
0,120.714,0.589,0.29
1,83.744,0.366,0.52
1,95.026,0.356,0.729
1,131.909,0.834,0.753
0,164.236,0.932,0.216
1,99.99,0.505,0.731
1,157.226,0.887,0.445
1,157.17,0.897,0.544
1,105.06,0.559,0.727
0,122.328,0.92,0.189
1,84.412,0.902,0.573
1,113.809,0.711,0.671
0,107.401,0.596,0.742
0,82.023,0.949,0.634
1,102.839,0.604,0.538
1,71.401,0.226,0.51
1,112.729,0.708,0.729
0,91.999,0.255,0.534
0,99.995,0.788,0.473
0,108.988,0.827,0.158
0,94.481,0.58,0.543
0,87.971,0.224,0.406
1,121.54,0.906,0.807
1,109.022,0.554,0.557
0,120.143,0.0968,0.448
1,141.928,0.896,0.513
1,118.957,0.591,0.93
0,132.001,0.197,0.364
1,158.171,0.47,0.407
0,130.724,0.887,0.253
1,128.433,0.763,0.776
1,108.039,0.61,0.817
0,169.112,0.885,0.105
1,112.069,0.705,0.825
0,117.054,0.983,0.256
0,114.91,0.869,0.707
1,101.161,0.805,0.515
0,122.285,0.511,0.616
1,106.286,0.663,0.625
1,103.713,0.771,0.352
1,88.236,0.626,0.531
0,93.526,0.437,0.271
0,130.434,0.943,0.642
0,172.687,0.736,0.541
0,146.388,0.124,0.466
0,123.447,0.741,0.628
1,107.486,0.704,0.724
0,149.579,0.435,0.369
1,104.401,0.802,0.671
0,130.485,0.773,0.786
0,118.478,0.275,0.647
1,119.519,0.624,0.751
0,129.548,0.397,0.252
0,188.676,0.501,0.516
1,74.375,0.422,0.692
1,114.75,0.534,0.798
0,109.669,0.791,0.642
1,150.43,0.866,0.48
1,120.997,0.681,0.763
0,75.779,0.255,0.683
0,167.333,0.936,0.392
0,178.274,0.481,0.58
1,124.915,0.331,0.586
0,107.84,0.879,0.642
1,132.519,0.369,0.831
1,130.212,0.88,0.639
1,119.918,0.701,0.673
0,175.268,0.273,0.149
1,107.989,0.837,0.717
0,97.045,0.225,0.382
1,113.273,0.815,0.632
1,117.475,0.712,0.825
0,150.671,0.178,0.487
1,135.109,0.571,0.682
1,124.335,0.707,0.669
0,121.957,0.406,0.469
1,168.065,0.497,0.538
0,168.134,0.944,0.478
1,108.603,0.487,0.342
1,107.762,0.819,0.69
1,76.176,0.532,0.66
0,75.77,0.348,0.607
0,75.974,0.582,0.195
0,85.166,0.192,0.35
0,122.004,0.776,0.459
0,89.04,0.413,0.374
1,90.692,0.439,0.68
1,140.761,0.751,0.608
0,107.239,0.607,0.832
1,63.298,0.28,0.426
1,126.556,0.886,0.634
1,92.638,0.556,0.423
1,106.023,0.64,0.684
0,139.956,0.516,0.836
1,117.966,0.562,0.824
0,104.283,0.612,0.757
1,77.759,0.483,0.429
1,101.322,0.678,0.531
1,101.718,0.728,0.949
1,125.642,0.467,0.449
1,100.036,0.217,0.826
1,120.484,0.47,0.756
0,134.427,0.428,0.823
1,136.232,0.839,0.323
0,117.82,0.288,0.726
1,111.604,0.925,0.574
1,141.133,0.869,0.6
1,157.928,0.645,0.606
1,90.262,0.524,0.728
0,109.932,0.881,0.623
0,143.885,0.347,0.627
0,153.857,0.804,0.465
0,123.578,0.202,0.244
0,135.522,0.498,0.42
1,126.517,0.701,0.645
1,122.453,0.807,0.752
1,125.938,0.703,0.776
1,126.811,0.504,0.68
0,137.977,0.958,0.387
1,109.92,0.548,0.628
1,117.847,0.653,0.683
0,91.213,0.291,0.358
0,125.04,0.152,0.671
0,122.562,0.894,0.782
1,103.884,0.78,0.71
1,95.715,0.607,0.618
0,57.063,0.297,0.117
1,136.223,0.759,0.637
1,115.405,0.743,0.562
0,120.761,0.927,0.598
1,116.124,0.837,0.741
0,138.675,0.383,0.612
1,140.277,0.577,0.554
1,135.819,0.769,0.74
1,97.397,0.653,0.572
1,123.934,0.779,0.724
0,117.895,0.483,0.386
1,111.175,0.68,0.704
0,89.945,0.274,0.349
1,130.778,0.12,0.345
0,130.212,0.938,0.204
1,138.879,0.931,0.57
0,128.065,0.482,0.229
0,130.351,0.798,0.61
0,50.383,0.127,0.259
1,167.342,0.975,0.526
1,141.68,0.837,0.655
1,129.125,0.398,0.598
1,122.772,0.669,0.783
0,80.297,0.232,0.379
1,150.127,0.741,0.42
0,68.969,0.109,0.245
1,121.633,0.664,0.885
1,162.993,0.709,0.642
1,185.884,0.768,0.669
0,93.157,0.566,0.33
0,119.12,0.339,0.341
1,128.472,0.905,0.488
1,146.131,0.927,0.416
0,123.96,0.942,0.749
0,165.826,0.881,0.281
1,136.778,0.85,0.48
1,158.035,0.747,0.278
1,127.205,0.413,0.54
1,120.086,0.887,0.645
1,91.439,0.591,0.67
1,109.733,0.719,0.769
1,91.576,0.738,0.732
1,116.603,0.679,0.684
1,107.21,0.528,0.576
1,109.984,0.649,0.686
0,104.788,0.132,0.634
0,122.599,0.672,0.471
1,136.536,0.469,0.537
0,49.423,0.731,0.318
1,78.32,0.32,0.556
0,106.466,0.903,0.554
1,125.812,0.724,0.49
0,176.607,0.306,0.614
1,137.807,0.43,0.641
1,81.949,0.289,0.277
1,114.031,0.535,0.808
1,124.141,0.862,0.768
0,132.907,0.579,0.657
0,138.628,0.924,0.428
1,110.077,0.588,0.917
1,143.665,0.391,0.608
0,141.988,0.155,0.363
0,73.244,0.295,0.598
0,81.843,0.379,0.574
1,107.082,0.401,0.63
0,113.078,0.404,0.48
0,179.472,0.151,0.371
0,82.795,0.571,0.685
1,109.48,0.703,0.669
1,120.71,0.816,0.833
0,93.562,0.662,0.325
0,84.54,0.0986,0.319
0,110.874,0.964,0.284
1,144.091,0.908,0.661
0,123.109,0.954,0.227
0,124.667,0.692,0.549
1,122.511,0.887,0.532
1,90.62,0.631,0.673
0,115.078,0.61,0.527
1,109.672,0.762,0.751
1,103.881,0.656,0.668
1,122.236,0.655,0.789
1,121.761,0.594,0.685
0,161.04,0.716,0.483
1,109.848,0.719,0.84
0,71.25,0.538,0.305
1,111.94,0.531,0.643
0,124.275,0.841,0.46
1,118.888,0.79,0.824
1,101.93,0.536,0.697
1,119.255,0.351,0.71
0,178.884,0.701,0.351
0,99.187,0.248,0.577
1,122.135,0.975,0.613
0,74.927,0.264,0.466
0,132.783,0.721,0.243
0,93.971,0.859,0.39
0,104.224,0.954,0.691
0,82.234,0.99,0.432
1,119.374,0.641,0.588
0,115.883,0.769,0.55
0,81.806,0.597,0.402
1,125.061,0.798,0.744
1,101.74,0.645,0.745
1,173.055,0.292,0.819
1,138.858,0.867,0.779
0,101.238,0.759,0.742
1,117.54,0.743,0.507
0,74.417,0.568,0.365
1,127.675,0.264,0.496
1,136.439,0.402,0.302
0,92.087,0.972,0.562
1,100.126,0.71,0.825
0,76.047,0.822,0.659
0,124.539,0.61,0.483
1,162.017,0.493,0.463
0,174.125,0.589,0.447
0,148.994,0.979,0.338
0,164.287,0.794,0.7
0,61.694,0.0291,0.348
1,131.443,0.962,0.822
0,84.743,0.673,0.125
0,121.361,0.552,0.341
1,130.581,0.722,0.683
1,135.188,0.758,0.701
1,110.045,0.685,0.623
1,104.767,0.904,0.513
1,123.724,0.846,0.514
1,89.119,0.468,0.857
1,116.593,0.425,0.623
1,151.538,0.598,0.661
0,91.185,0.572,0.456
0,166.289,0.443,0.438
0,151.941,0.994,0.587
1,163.615,0.524,0.526
0,132.857,0.947,0.562
0,132.572,0.537,0.662
0,140.409,0.918,0.546
0,96.889,0.79,0.521
1,77.509,0.547,0.685
0,127.567,0.313,0.268
1,114.311,0.657,0.637
0,83.778,0.187,0.339
0,153.851,0.882,0.473
0,115.214,0.878,0.785
1,116.332,0.622,0.636
1,115.269,0.783,0.638
0,119.941,0.476,0.365
0,80.834,0.117,0.212
1,95.361,0.555,0.575
1,101.941,0.493,0.602
1,129.211,0.836,0.562
1,130.519,0.723,0.752
0,133.959,0.845,0.716
1,119.873,0.793,0.689
1,135.018,0.781,0.558
1,79.022,0.701,0.418
0,94.289,0.834,0.522
0,131.215,0.259,0.678
1,158.907,0.851,0.414
1,107.921,0.928,0.509
1,124.422,0.0629,0.355
0,100.992,0.34,0.673
1,135.013,0.641,0.583
0,127.717,0.663,0.655
1,120.107,0.299,0.581
1,106.992,0.498,0.745
0,164.307,0.576,0.611
0,179.314,0.55,0.448
1,121.28,0.923,0.712
1,129.773,0.463,0.603
0,105.75,0.138,0.643
1,153.227,0.723,0.498
0,162.046,0.399,0.564
0,135.127,0.819,0.508
1,148.568,0.469,0.235
1,137.557,0.942,0.449
0,124.974,0.967,0.794
0,96.566,0.549,0.842
1,146.591,0.826,0.517
1,110.751,0.722,0.652
0,117.92,0.843,0.621
0,126.25,0.552,0.655
0,138.59,0.561,0.55
1,90.306,0.247,0.706
1,97.515,0.827,0.758
1,116.335,0.607,0.921
0,112.37,0.931,0.63
0,125.066,0.866,0.885
0,138.91,0.444,0.576
1,110.295,0.79,0.629
0,117.997,0.673,0.572
1,79.397,0.323,0.597
1,126.796,0.367,0.519
0,179.531,0.283,0.385
1,93.633,0.332,0.456
1,117.778,0.803,0.774
0,123.06,0.939,0.59
0,91.475,0.279,0.825
0,135.906,0.992,0.456
0,112.112,0.456,0.39
0,126.283,0.392,0.59
1,156.342,0.594,0.595
0,125.001,0.764,0.853
1,112.114,0.825,0.736
1,124.916,0.912,0.698
1,112.461,0.876,0.625
1,81.097,0.317,0.51
0,71.121,0.94,0.175
1,130.443,0.803,0.666
0,126.925,0.204,0.586
1,99.402,0.625,0.603
1,113.88,0.734,0.696
1,113.798,0.612,0.768
0,132.043,0.47,0.3
0,88.323,0.908,0.737
1,115.641,0.934,0.546
0,121.928,0.392,0.781
0,114.39,0.938,0.802
0,94.937,0.546,0.599
1,110.866,0.689,0.77
1,159.769,0.877,0.585
1,137.272,0.636,0.54
1,124.515,0.568,0.688
0,79.567,0.266,0.175
1,109.003,0.744,0.754
1,149.186,0.924,0.502
1,119.18,0.427,0.753
1,106.512,0.61,0.73
1,100.191,0.733,0.693
0,116.933,0.337,0.556
0,129.218,0.941,0.453
1,92.957,0.845,0.71
0,109.197,0.226,0.722
1,116.289,0.823,0.768
1,142.673,0.833,0.554
1,81.774,0.351,0.739
0,120.548,0.597,0.708
1,119.55,0.727,0.706
0,106.754,0.313,0.805
0,117.428,0.86,0.518
1,142.088,0.475,0.719
0,112.662,0.234,0.596
0,155.748,0.847,0.446
1,135.153,0.694,0.726
0,99.267,0.319,0.576
1,127.689,0.448,0.747
0,122.233,0.372,0.285
1,126.614,0.637,0.57
0,120.28,0.436,0.629
0,116.687,0.939,0.57
0,100.46,0.996,0.58
0,129.977,0.875,0.453
1,136.645,0.829,0.562
1,121.093,0.513,0.532
0,112.866,0.336,0.7
1,106.671,0.783,0.718
1,121.519,0.753,0.742
1,94.095,0.557,0.718
0,109.95,0.407,0.668
1,77.002,0.473,0.564
1,138.431,0.721,0.612
1,123.234,0.836,0.644
1,125.359,0.749,0.895
1,117.1,0.628,0.886
0,117.078,0.843,0.524
0,97.567,0.557,0.754
1,171.653,0.727,0.392
1,126.294,0.982,0.54
1,151.849,0.556,0.385
0,102.36,0.962,0.835
1,133.212,0.764,0.435
0,123.584,0.682,0.666
1,118.476,0.884,0.588
1,89.641,0.449,0.65
1,118.551,0.862,0.882
1,145.169,0.471,0.59
0,89.748,0.549,0.43
0,110.808,0.403,0.774
1,133.988,0.353,0.314
1,122.061,0.781,0.827
0,123.892,0.947,0.444
1,97.694,0.647,0.663
1,150.603,0.667,0.529
1,110.88,0.47,0.667
0,165.146,0.981,0.416
1,117.133,0.902,0.671
0,87.627,0.221,0.605
1,118.099,0.917,0.709
0,80.368,0.773,0.396
0,81.201,0.0387,0.581
1,115.003,0.703,0.577
0,96.415,0.373,0.583
1,119.033,0.836,0.608
1,119.608,0.695,0.749
1,109.73,0.76,0.711
1,114.247,0.891,0.622
1,110.864,0.787,0.578
0,86.43,0.526,0.608
1,162.092,0.867,0.577
0,112.943,0.711,0.64
1,161.409,0.257,0.543
0,138.294,0.69,0.392
1,111.532,0.881,0.68
0,161.585,0.891,0.44
0,130.091,0.599,0.623
1,113.377,0.719,0.723
1,116.207,0.644,0.799
0,79.901,0.663,0.486
1,152.206,0.906,0.461
1,118.127,0.631,0.641
0,152.379,0.746,0.506
1,135.406,0.75,0.731
1,126.815,0.827,0.506
1,83.876,0.434,0.2
0,68.938,0.1,0.384
0,106.368,0.939,0.167
1,126.321,0.745,0.791
0,154.763,0.359,0.764
0,182.2,0.964,0.0702
1,101.35,0.58,0.624
0,77.618,0.877,0.477
1,130.276,0.658,0.435
0,169.768,0.963,0.454
0,118.029,0.199,0.704
1,123.479,0.732,0.689
1,123.747,0.746,0.66
0,54.387,0.774,0.211
1,99.664,0.543,0.568
0,104.41,0.516,0.503
0,175.619,0.181,0.545
1,135.671,0.609,0.495
0,98.76,0.778,0.52
1,131.435,0.962,0.451
0,128.833,0.658,0.67
1,124.995,0.576,0.901
0,67.579,0.496,0.596
1,81.323,0.859,0.372
1,123.914,0.476,0.657
0,118.348,0.276,0.597
1,119.518,0.782,0.859
1,89.128,0.514,0.63
0,117.535,0.776,0.658
0,116.416,0.442,0.84
0,120.146,0.734,0.659
1,135.971,0.749,0.7
0,74.87,0.903,0.168
0,100.78,0.901,0.332
1,99.82,0.791,0.739
1,104.69,0.949,0.686
0,137.872,0.382,0.498
0,67.666,0.286,0.335
0,122.795,0.99,0.391
1,112.989,0.5,0.743
0,165.318,0.872,0.536
0,148.212,0.888,0.508
1,117.231,0.924,0.608
0,111.567,0.701,0.814
1,116.185,0.733,0.764
1,103.324,0.559,0.811
1,132.86,0.601,0.865
0,147.721,0.377,0.481
0,86.85,0.587,0.614
1,110.763,0.563,0.869
0,137.256,0.456,0.45
1,176.941,0.549,0.516
0,154.382,0.417,0.406
0,124.737,0.751,0.61
1,140.273,0.44,0.541
0,130.062,0.959,0.551
0,145.969,0.653,0.237
1,167.944,0.437,0.525
1,122.525,0.633,0.773
1,167.656,0.67,0.588
1,90.723,0.609,0.744
1,122.944,0.801,0.645
1,139.439,0.517,0.776
0,118.504,0.937,0.505
1,98.043,0.443,0.79
0,119.893,0.742,0.618
0,171.45,0.826,0.438
0,152.769,0.981,0.184
0,76.057,0.58,0.162
0,117.997,0.958,0.33
1,109.585,0.922,0.713
1,131.88,0.893,0.565
1,119.238,0.498,0.75
0,102.95,0.405,0.384
1,102.858,0.486,0.727
0,140.055,0.675,0.672
0,134.677,0.859,0.493
1,152.505,0.412,0.378
1,139.083,0.703,0.683
1,139.044,0.274,0.34
1,127.934,0.622,0.729
1,105.177,0.926,0.685
0,131.221,0.324,0.169
0,82.738,0.995,0.484
1,164.644,0.664,0.585
1,115.116,0.505,0.758
1,137.444,0.785,0.638
1,124.631,0.849,0.482
0,140.214,0.192,0.313
1,130.809,0.41,0.515
1,100.018,0.885,0.816
0,138.126,0.685,0.589
1,86.605,0.656,0.632
1,123.948,0.867,0.663
1,84.01,0.515,0.729
0,106.862,0.542,0.734
0,95.865,0.521,0.438
1,92.093,0.402,0.62
0,96.878,0.911,0.56
1,111.061,0.72,0.742
1,127.361,0.767,0.532
0,152.064,0.651,0.357
1,158.937,0.672,0.794
