popularity,tempo,energy,danceability
1,122.665,0.421,0.485
1,119.192,0.438,0.582
0,95.609,0.396,0.346
1,142.696,0.46,0.671
0,139.132,0.157,0.547
0,96.908,0.388,0.458
0,87.875,0.36,0.238
1,145.155,0.277,0.684
0,73.336,0.258,0.248
0,112.554,0.49,0.848
1,122.692,0.32,0.571
0,89.633,0.141,0.395
1,109.498,0.354,0.525
1,161.364,0.662,0.522
1,109.334,0.257,0.627
1,116.575,0.188,0.715
0,106.155,0.739,0.672
1,130.403,0.618,0.647
0,137.035,0.704,0.781
0,118.364,0.104,0.527
0,93.577,0.458,0.283
0,138.03,0.102,0.208
1,92.944,0.431,0.483
1,84.423,0.515,0.709
1,103.089,0.545,0.485
0,66.22,0.127,0.622
0,96.258,0.273,0.238
1,141.831,0.725,0.544
0,86.886,0.456,0.324
1,94.867,0.309,0.253
1,124.991,0.465,0.595
1,109.659,0.517,0.607
1,120.143,0.407,0.671
0,81.376,0.247,0.308
0,83.677,0.183,0.157
0,119.837,0.458,0.496
0,85.991,0.153,0.262
1,130.355,0.724,0.735
1,73.24,0.349,0.507
0,93.023,0.775,0.608
1,92.487,0.153,0.563
1,114.756,0.563,0.722
0,81.158,0.446,0.461
1,72.651,0.221,0.505
0,80.674,0.64,0.685
1,82.115,0.378,0.544
1,184.701,0.71,0.315
0,90.99,0.406,0.318
1,97.264,0.838,0.528
1,115.622,0.714,0.634
1,121.586,0.398,0.54
1,160.673,0.749,0.351
0,135.309,0.505,0.593
1,95.765,0.673,0.546
0,133.535,0.601,0.424
0,93.189,0.427,0.542
0,86.247,0.574,0.414
0,129.851,0.464,0.485
0,72.66,0.321,0.264
1,175.216,0.533,0.415
1,92.408,0.139,0.238
1,125.191,0.441,0.708
1,98.477,0.613,0.721
1,91.851,0.32,0.353
0,75.022,0.349,0.123
0,120.545,0.423,0.771
1,133.685,0.579,0.728
1,133.066,0.558,0.596
0,90.381,0.207,0.472
1,100.561,0.362,0.579
0,98.287,0.407,0.497
0,127.661,0.558,0.458
0,125.658,0.811,0.475
0,149.794,0.439,0.567
1,84.581,0.553,0.532
0,125.913,0.125,0.763
0,94.316,0.437,0.731
1,101.735,0.218,0.529
0,87.364,0.225,0.258
0,147.728,0.424,0.523
0,101.808,0.497,0.405
0,137.893,0.509,0.433
1,95.358,0.516,0.447
0,114.398,0.24,0.478
1,141.68,0.332,0.612
0,130.767,0.51,0.587
0,147.673,0.303,0.484
0,138.707,0.444,0.256
1,62.914,0.271,0.614
0,99.618,0.503,0.522
0,101.212,0.371,0.524
1,115.918,0.652,0.638
1,154.352,0.74,0.542
1,113.227,0.601,0.724
1,86.583,0.569,0.609
1,121.596,0.183,0.737
0,87.292,0.703,0.403
0,170.339,0.392,0.38
0,90.092,0.626,0.587
0,97.972,0.353,0.334
0,101.803,0.445,0.556
0,109.235,0.74,0.593
0,101.185,0.29,0.412
0,110.735,0.47,0.601
0,90.362,0.725,0.31
0,71.562,0.352,0.551
0,95.48,0.138,0.317
1,110.151,0.352,0.727
1,120.807,0.373,0.786
1,136.2,0.8,0.65
1,106.369,0.402,0.412
0,97.229,0.256,0.596
0,81.819,0.178,0.266
0,125.975,0.695,0.445
0,102.124,0.556,0.719
0,68.973,0.0875,0.26
1,127.697,0.527,0.517
1,128.099,0.741,0.716
1,123.25,0.277,0.441
1,127.488,0.607,0.587
0,126.296,0.679,0.643
0,66.848,0.515,0.136
0,149.13,0.494,0.546
0,106.829,0.163,0.524
1,98.926,0.782,0.517
0,114.305,0.413,0.719
1,94.472,0.574,0.741
1,117.449,0.339,0.385
1,115.305,0.549,0.407
0,174.211,0.26,0.454
0,139.395,0.498,0.5
1,110.325,0.381,0.439
0,96.889,0.147,0.356
1,108.948,0.429,0.501
1,110.121,0.519,0.524
0,74.371,0.214,0.168
1,93.493,0.324,0.522
1,122.502,0.406,0.347
1,80.839,0.447,0.504
0,124.314,0.294,0.419
1,75.574,0.299,0.203
1,128.779,0.905,0.6
1,110.414,0.31,0.374
0,91.858,0.34,0.462
0,90.685,0.415,0.404
1,158.911,0.323,0.476
0,124.165,0.436,0.72
1,95.126,0.745,0.605
1,103.23,0.514,0.476
1,135.127,0.452,0.63
0,90.088,0.241,0.129
0,88.23,0.132,0.67
0,134.597,0.896,0.793
1,101.241,0.302,0.492
0,120.823,0.891,0.742
1,82.496,0.397,0.474
0,145.402,0.084,0.575
1,104.23,0.537,0.661
0,87.425,0.521,0.335
0,139.152,0.332,0.47
1,147.213,0.816,0.326
1,154.228,0.426,0.684
1,135.261,0.762,0.799
1,129.176,0.381,0.597
0,101.922,0.282,0.572
0,161.449,0.442,0.48
0,109.749,0.38,0.782
1,78.504,0.788,0.453
1,77.52,0.756,0.699
1,127.988,0.746,0.437
1,84.472,0.355,0.159
0,76.24,0.123,0.349
1,100.79,0.365,0.344
0,99.228,0.375,0.499
1,102.669,0.55,0.746
1,96.443,0.395,0.556
1,113.61,0.301,0.74
0,137.028,0.0746,0.312
1,145.703,0.734,0.439
0,71.762,0.468,0.467
0,82.709,0.533,0.679
1,129.561,0.526,0.573
1,125.183,0.848,0.382
0,123.606,0.372,0.505
1,99.763,0.429,0.527
0,103.081,0.645,0.754
1,102.952,0.503,0.719
0,108.749,0.339,0.681
0,126.658,0.356,0.584
1,79.389,0.624,0.378
0,100.087,0.125,0.405
1,115.2,0.6,0.427
0,114.965,0.402,0.566
0,126.047,0.28,0.49
0,95.878,0.384,0.372
0,135.567,0.489,0.713
0,104.529,0.688,0.586
0,138.075,0.57,0.773
1,132.846,0.698,0.684
0,123.701,0.547,0.849
1,108.644,0.414,0.701
1,114.117,0.72,0.562
1,102.423,0.405,0.714
0,132.972,0.73,0.34
0,110.41,0.432,0.379
1,126.814,0.646,0.492
1,151.557,0.846,0.543
0,104.938,0.324,0.374
1,77.089,0.44,0.451
0,129.426,0.645,0.69
1,93.975,0.711,0.62
1,96.141,0.187,0.275
1,185.725,0.399,0.273
0,51.111,0.232,0.395
1,117.528,0.868,0.558
0,115.24,0.493,0.548
0,104.789,0.836,0.514
1,87.961,0.0927,0.267
0,137.933,0.216,0.65
0,93.433,0.429,0.39
1,104.098,0.255,0.653
1,119.387,0.582,0.68
0,115.237,0.0486,0.617
0,123.261,0.738,0.658
0,80.027,0.234,0.502
0,103.334,0.561,0.62
1,108.598,0.472,0.479
1,138.134,0.583,0.652
0,175.671,0.443,0.384
1,132.095,0.237,0.442
1,124.575,0.681,0.826
0,114.295,0.448,0.503
1,105.264,0.434,0.363
0,59.285,0.252,0.326
1,123.715,0.335,0.553
1,111.392,0.285,0.35
0,103.483,0.739,0.76
1,69.166,0.544,0.343
1,113.537,0.712,0.553
0,142.589,0.995,0.39
1,109.574,0.0899,0.458
1,78.416,0.53,0.479
0,74.401,0.509,0.736
1,169.466,0.887,0.511
1,130.704,0.444,0.682
1,80.064,0.714,0.695
0,70.356,0.451,0.323
0,135.836,0.38,0.631
1,132.036,0.416,0.398
1,142.871,0.57,0.603
0,95.985,0.558,0.653
1,66.588,0.241,0.325
1,119.019,0.72,0.523
1,128.982,0.432,0.656
1,80.476,0.891,0.498
0,146.96,0.293,0.169
0,122.709,0.375,0.508
0,126.725,0.702,0.617
0,53.224,0.373,0.338
0,94.716,0.657,0.642
0,61.553,0.429,0.567
1,107.275,0.473,0.565
0,82.796,0.482,0.382
1,108.462,0.401,0.366
1,105.318,0.712,0.49
1,109.608,0.777,0.65
1,93.377,0.514,0.541
1,124.683,0.634,0.751
1,82.443,0.431,0.491
0,122.941,0.355,0.47
0,98.887,0.0851,0.552
0,81.989,0.516,0.241
0,120.646,0.427,0.34
1,116.349,0.509,0.461
0,162.648,0.496,0.386
0,88.875,0.518,0.471
1,124.63,0.354,0.593
1,99.796,0.472,0.459
1,120.983,0.683,0.751
1,173.72,0.861,0.513
1,117.164,0.682,0.73
1,79.208,0.657,0.582
0,107.93,0.118,0.418
1,94.298,0.16,0.468
1,92.147,0.882,0.514
1,164.338,0.52,0.379
0,64.175,0.265,0.428
1,162.55,0.541,0.649
0,105.774,0.395,0.516
0,120.34,0.509,0.641
0,101.879,0.555,0.573
0,106.35,0.405,0.531
0,118.203,0.379,0.542
1,69.772,0.269,0.766
1,84.04,0.328,0.68
0,127.812,0.344,0.425
1,92.45,0.234,0.46
1,148.62,0.777,0.597
1,171.392,0.477,0.387
1,104.072,0.202,0.388
1,107.645,0.362,0.393
1,133.569,0.634,0.481
1,112.825,0.537,0.651
0,94.868,0.523,0.605
0,123.669,0.48,0.512
0,152.148,0.445,0.45
1,140.404,0.671,0.465
1,95.463,0.296,0.577
1,157.977,0.788,0.502
0,103.289,0.379,0.465
0,110.502,0.379,0.571
0,84.27,0.143,0.272
1,122.712,0.659,0.552
1,75.332,0.329,0.339
1,112.677,0.493,0.537
1,130.74,0.657,0.548
1,120.63,0.463,0.45
0,98.531,0.301,0.51
1,121.95,0.25,0.472
0,80.08,0.163,0.305
1,108.025,0.385,0.369
0,126.482,0.63,0.402
1,92.842,0.578,0.671
1,111.559,0.643,0.507
0,72.669,0.16,0.295
1,125.518,0.305,0.543
1,164.465,0.661,0.485
0,140.013,0.9,0.487
1,70.865,0.535,0.494
0,80.006,0.392,0.871
1,90.783,0.53,0.577
1,95.552,0.55,0.666
1,141.212,0.816,0.492
0,162.839,0.438,0.378
1,151.172,0.56,0.464
0,141.823,0.193,0.385
0,125.418,0.427,0.564
0,98.429,0.336,0.618
1,111.069,0.277,0.665
0,107.729,0.171,0.697
0,81.909,0.508,0.351
1,128.099,0.741,0.716
1,144.56,0.44,0.458
0,146.186,0.353,0.592
1,108.149,0.552,0.517
1,149.547,0.801,0.551
1,145.735,0.421,0.352
0,52.093,0.161,0.331
0,126.647,0.706,0.371
1,104.746,0.784,0.604
0,93.198,0.115,0.329
0,96.245,0.526,0.316
1,120.051,0.744,0.708
1,68.427,0.499,0.327
0,127.246,0.48,0.676
1,105.489,0.319,0.71
1,88.86,0.703,0.592
0,101.878,0.479,0.68
0,101.336,0.512,0.405
0,146.469,0.611,0.539
1,99.924,0.27,0.549
1,130.602,0.768,0.364
1,94.45,0.607,0.587
1,126.008,0.658,0.705
0,89.845,0.236,0.307
0,140.746,0.598,0.482
0,148.49,0.844,0.396
0,87.321,0.249,0.292
0,147.376,0.563,0.481
1,91.278,0.846,0.792
1,136.842,0.704,0.605
0,132.341,0.788,0.447
0,91.508,0.409,0.644
0,120.373,0.438,0.265
1,137.192,0.774,0.491
0,109.245,0.462,0.466
0,107.461,0.937,0.514
0,109.667,0.344,0.485
0,133.249,0.48,0.404
1,63.711,0.31,0.414
0,79.803,0.103,0.459
0,94.45,0.109,0.275
0,121.897,0.798,0.57
1,153.098,0.689,0.603
1,135.418,0.749,0.455
1,108.68,0.328,0.614
0,83.155,0.521,0.599
1,142.815,0.374,0.684
0,74.226,0.0475,0.419
0,146.162,0.605,0.311
0,100.808,0.799,0.625
0,107.244,0.175,0.322
1,118.511,0.643,0.575
1,109.725,0.383,0.388
1,183.178,0.164,0.413
0,96.553,0.632,0.643
0,89.172,0.346,0.422
0,98.541,0.551,0.422
1,82.185,0.643,0.661
1,131.285,0.665,0.458
1,112.248,0.718,0.631
0,97.897,0.222,0.59
0,117.52,0.637,0.637
0,101.668,0.248,0.31
1,154.686,0.37,0.272
0,125.662,0.133,0.435
0,112.269,0.466,0.689
0,83.613,0.149,0.407
1,87.188,0.531,0.405
1,100.307,0.781,0.546
1,85.93,0.769,0.662
0,179.891,0.321,0.236
0,129.536,0.179,0.55
1,103.436,0.48,0.4
0,123.034,0.785,0.722
1,92.573,0.551,0.598
0,122.769,0.24,0.435
1,99.183,0.216,0.564
0,112.315,0.491,0.577
1,75.572,0.397,0.522
0,102.582,0.732,0.649
0,96.268,0.24,0.401
0,100.305,0.498,0.484
0,145.114,0.798,0.689
1,89.072,0.665,0.472
0,63.402,0.109,0.193
1,135.628,0.776,0.592
1,86.882,0.146,0.493
0,110.646,0.403,0.373
1,77.898,0.516,0.188
1,136.939,0.618,0.429
0,88.901,0.276,0.383
1,122.233,0.772,0.839
0,60.061,0.333,0.188
1,129.367,0.291,0.615
1,99.705,0.741,0.831
1,167.215,0.526,0.775
1,117.357,0.699,0.666
1,128.178,0.855,0.583
1,127.804,0.392,0.524
0,102.201,0.201,0.244
1,136.236,0.488,0.617
0,107.236,0.403,0.328
0,78.403,0.279,0.616
0,55.103,0.152,0.233
0,109.787,0.35,0.327
0,107.544,0.263,0.449
0,72.452,0.17,0.354
1,122.85,0.704,0.551
1,169.451,0.247,0.273
1,82.291,0.402,0.494
1,153.227,0.534,0.413
0,128.142,0.0637,0.634
0,114.072,0.288,0.594
1,147.2,0.415,0.512
1,116.233,0.47,0.744
1,140.07,0.456,0.462
1,116.011,0.194,0.418
1,84.941,0.19,0.601
1,125.575,0.745,0.567
0,123.594,0.551,0.835
1,173.192,0.755,0.449
0,116.072,0.599,0.711
1,167.972,0.92,0.327
0,98.975,0.348,0.454
0,126.633,0.364,0.362
0,103.217,0.656,0.652
1,93.701,0.416,0.48
1,127.087,0.146,0.357
0,102.544,0.268,0.321
0,91.118,0.348,0.438
0,173.319,0.265,0.0872
1,91.627,0.913,0.469
1,93.396,0.819,0.659
1,124.463,0.629,0.778
1,113.044,0.741,0.81
1,177.319,0.583,0.405
1,82.91,0.443,0.498
1,74.279,0.336,0.658
0,74.321,0.116,0.368
0,130.62,0.615,0.656
0,93.196,0.828,0.531
0,117.018,0.279,0.294
0,88.83,0.237,0.122
0,137.531,0.672,0.366
1,98.72,0.573,0.458
0,114.403,0.312,0.416
1,107.014,0.246,0.674
0,109.692,0.367,0.416
1,102.582,0.468,0.611
1,128.917,0.418,0.604
0,142.702,0.525,0.531
0,132.068,0.246,0.426
1,74.799,0.924,0.314
1,142.885,0.43,0.423
1,98.014,0.894,0.574
1,116.866,0.408,0.448
0,110.842,0.312,0.622
1,111.228,0.505,0.753
0,88.809,0.202,0.246
0,92.597,0.1,0.321
0,164.08,0.482,0.402
0,109.173,0.152,0.268
1,104.682,0.721,0.62
1,81.931,0.272,0.555
0,135.703,0.848,0.728
1,86.176,0.446,0.459
0,83.896,0.368,0.208
1,97.362,0.588,0.597
1,108.621,0.552,0.392
0,110.62,0.511,0.537
1,116.738,0.634,0.803
0,77.602,0.27,0.383
0,102.79,0.283,0.35
1,131.473,0.693,0.572
1,77.79,0.188,0.284
1,77.401,0.305,0.38
1,124.0,0.339,0.64
1,113.714,0.718,0.554
1,90.653,0.794,0.614
0,105.173,0.268,0.64
1,93.02,0.447,0.702
0,80.983,0.31,0.432
1,133.158,0.688,0.355
1,86.008,0.181,0.22
1,147.424,0.459,0.568
0,77.411,0.468,0.505
1,147.819,0.515,0.571
1,104.791,0.852,0.608
0,122.811,0.518,0.548
1,160.07,0.796,0.344
0,111.849,0.264,0.552
0,95.871,0.283,0.459
1,149.795,0.312,0.522
1,113.601,0.258,0.268
0,140.629,0.055,0.523
1,78.579,0.487,0.553
0,75.689,0.558,0.329
1,146.095,0.769,0.589
1,148.849,0.602,0.641
1,130.287,0.59,0.632
1,177.348,0.608,0.52
0,90.836,0.453,0.209
1,155.507,0.814,0.278
1,120.083,0.581,0.524
1,126.315,0.8,0.823
0,108.252,0.213,0.319
1,131.865,0.609,0.426
0,116.174,0.748,0.65
1,64.788,0.363,0.458
0,85.481,0.0718,0.543
1,106.405,0.917,0.617
1,101.085,0.507,0.574
1,116.013,0.697,0.628
0,85.598,0.297,0.234
0,127.774,0.191,0.707
0,123.943,0.441,0.716
1,146.994,0.365,0.347
1,148.396,0.36,0.588
0,136.696,0.352,0.417
1,147.778,0.832,0.502
1,172.549,0.254,0.269
0,104.595,0.238,0.363
0,72.375,0.215,0.268
1,178.323,0.177,0.355
0,104.507,0.448,0.457
0,122.46,0.504,0.459
0,88.634,0.107,0.289
1,76.489,0.83,0.751
1,115.938,0.713,0.681
0,88.347,0.721,0.461
1,133.76,0.73,0.549
1,149.813,0.66,0.249
1,152.436,0.555,0.387
1,130.47,0.334,0.569
1,102.43,0.961,0.439
0,99.442,0.368,0.265
0,80.659,0.114,0.243
0,128.731,0.751,0.57
1,89.396,0.287,0.588
1,99.726,0.499,0.597
1,166.188,0.577,0.521
1,83.619,0.497,0.399
0,62.656,0.177,0.541
1,81.436,0.551,0.761
1,173.411,0.328,0.347
0,96.951,0.813,0.631
1,81.123,0.575,0.614
1,92.166,0.506,0.649
0,102.128,0.48,0.677
0,166.899,0.16,0.287
1,137.26,0.389,0.486
1,97.946,0.546,0.646
0,97.582,0.473,0.717
1,171.169,0.302,0.454
0,156.873,0.343,0.662
1,78.69,0.14,0.272
0,130.917,0.343,0.447
1,87.636,0.268,0.311
0,88.054,0.148,0.428
1,86.336,0.94,0.555
0,88.862,0.294,0.323
1,183.274,0.16,0.195
1,117.691,0.577,0.725
0,125.654,0.63,0.626
0,99.276,0.349,0.382
0,72.231,0.0408,0.448
0,86.539,0.876,0.285
0,105.415,0.284,0.456
1,78.919,0.508,0.268
0,113.754,0.227,0.478
1,92.933,0.38,0.485
0,143.646,0.632,0.74
0,85.25,0.489,0.596
1,132.647,0.129,0.471
0,119.233,0.544,0.543
0,103.068,0.0661,0.265
1,94.889,0.592,0.556
0,178.634,0.337,0.241
1,116.965,0.642,0.722
1,128.723,0.683,0.486
1,109.374,0.669,0.569
1,117.728,0.438,0.89
0,81.778,0.726,0.515
0,98.697,0.5,0.456
0,83.295,0.563,0.367
1,101.681,0.582,0.363
1,108.102,0.341,0.543
1,94.454,0.142,0.561
0,112.905,0.335,0.375
1,115.215,0.657,0.586
0,134.301,0.599,0.383
1,95.658,0.336,0.363
1,93.804,0.309,0.317
1,112.658,0.392,0.466
0,169.831,0.404,0.181
1,137.228,0.433,0.676
1,128.036,0.557,0.822
0,117.765,0.35,0.477
0,110.926,0.276,0.765
1,125.513,0.526,0.881
0,123.799,0.27,0.619
1,134.01,0.532,0.451
0,98.027,0.652,0.669
1,82.909,0.371,0.644
1,129.483,0.672,0.556
0,134.934,0.506,0.647
0,73.411,0.36,0.411
1,106.969,0.635,0.648
1,164.896,0.753,0.358
0,115.094,0.373,0.718
0,143.129,0.19,0.249
0,79.031,0.5,0.371
1,87.819,0.399,0.385
1,118.001,0.737,0.526
0,98.389,0.326,0.463
0,102.514,0.332,0.344
1,94.272,0.265,0.581
0,119.482,0.294,0.368
1,131.186,0.399,0.663
1,102.898,0.394,0.528
1,135.263,0.546,0.563
1,94.085,0.436,0.468
1,137.11,0.517,0.604
1,110.333,0.098,0.306
1,108.996,0.494,0.616
1,96.912,0.711,0.63
1,64.048,0.117,0.433
0,114.327,0.563,0.308
0,172.89,0.132,0.619
1,132.895,0.904,0.783
1,116.483,0.614,0.676
1,170.965,0.232,0.191
1,102.363,0.196,0.477
1,95.529,0.66,0.396
1,159.85,0.658,0.428
1,133.449,0.473,0.396
0,136.378,0.309,0.382
0,165.599,0.766,0.491
1,105.6,0.49,0.646
1,104.773,0.254,0.673
0,128.05,0.096,0.334
1,87.744,0.545,0.522
0,139.054,0.725,0.462
0,119.487,0.0578,0.611
0,87.757,0.142,0.332
0,129.122,0.552,0.657
0,134.515,0.511,0.57
0,96.551,0.792,0.705
1,112.599,0.615,0.681
1,177.084,0.889,0.489
0,81.35,0.101,0.157
0,105.104,0.368,0.467
0,112.432,0.291,0.483
1,110.04,0.491,0.463
1,118.051,0.673,0.481
1,140.613,0.361,0.487
1,83.568,0.204,0.273
1,128.293,0.538,0.718
1,81.844,0.316,0.431
0,95.163,0.375,0.554
1,168.856,0.738,0.589
1,163.323,0.276,0.453
0,140.289,0.984,0.326
1,89.9,0.281,0.299
0,125.922,0.577,0.395
1,113.321,0.435,0.501
0,81.254,0.225,0.575
1,163.989,0.718,0.534
1,116.214,0.562,0.718
0,75.892,0.648,0.316
1,134.696,0.193,0.252
1,97.497,0.733,0.543
0,101.187,0.207,0.347
1,123.517,0.408,0.606
1,116.345,0.669,0.646
1,144.697,0.77,0.363
0,97.267,0.569,0.459
1,121.766,0.752,0.545
0,132.997,0.182,0.54
0,105.167,0.78,0.698
0,123.754,0.699,0.593
0,144.943,0.362,0.412
1,87.452,0.274,0.483
0,112.286,0.443,0.787
0,127.823,0.153,0.237
0,122.815,0.263,0.633
1,72.103,0.209,0.58
0,132.372,0.721,0.606
0,106.144,0.301,0.647
0,109.159,0.236,0.713
0,129.182,0.581,0.617
1,113.516,0.398,0.75
0,100.044,0.217,0.249
0,111.897,0.258,0.211
0,89.332,0.424,0.585
0,114.445,0.371,0.638
0,111.809,0.403,0.33
1,114.897,0.436,0.707
0,139.684,0.435,0.46
0,86.135,0.42,0.375
0,167.442,0.39,0.502
0,133.057,0.314,0.659
0,167.964,0.668,0.587
0,105.524,0.59,0.663
1,79.302,0.219,0.151
0,85.77,0.262,0.287
1,82.761,0.308,0.565
1,124.989,0.607,0.551
0,92.163,0.737,0.43
0,73.184,0.337,0.467
1,113.807,0.709,0.863
0,140.277,0.487,0.394
1,115.389,0.757,0.463
0,119.916,0.582,0.511
0,126.412,0.801,0.48
1,100.55,0.362,0.644
0,96.656,0.531,0.336
1,72.617,0.402,0.588
1,129.997,0.91,0.55
1,106.776,0.703,0.465
0,110.172,0.409,0.778
0,117.9,0.114,0.442
0,90.396,0.457,0.404
1,99.136,0.48,0.589
1,118.461,0.448,0.68
1,111.409,0.346,0.553
1,87.26,0.63,0.637
0,117.176,0.265,0.316
0,112.204,0.0657,0.537
1,102.531,0.411,0.353
1,89.662,0.2,0.213
1,111.656,0.582,0.635
1,119.081,0.292,0.602
1,125.593,0.517,0.631
0,102.063,0.757,0.74
1,101.609,0.28,0.223
0,145.67,0.361,0.581
0,123.22,0.337,0.82
1,143.31,0.625,0.359
1,128.265,0.477,0.484
1,99.649,0.519,0.556
1,98.928,0.35,0.466
1,173.573,0.451,0.575
1,133.463,0.483,0.486
1,170.363,0.48,0.247
1,107.116,0.272,0.61
1,114.933,0.639,0.651
0,75.626,0.329,0.196
0,100.794,0.761,0.464
1,85.112,0.439,0.277
1,64.426,0.448,0.32
1,105.944,0.379,0.791
0,86.389,0.318,0.479
1,139.251,0.911,0.363
0,149.279,0.618,0.558
1,95.083,0.668,0.617
0,133.008,0.135,0.47
1,125.185,0.678,0.704
1,107.84,0.481,0.21
1,79.878,0.671,0.51
0,114.588,0.166,0.596
0,114.958,0.44,0.424
0,122.103,0.777,0.378
1,136.182,0.771,0.423
0,130.876,0.792,0.329
0,167.34,0.642,0.255
1,77.442,0.324,0.661
0,112.749,0.302,0.533
0,68.676,0.136,0.265
0,128.314,0.411,0.657
0,113.179,0.531,0.598
0,132.939,0.279,0.486
0,85.557,0.145,0.157
1,90.822,0.362,0.449
1,108.527,0.397,0.654
1,114.574,0.291,0.425
1,160.797,0.353,0.445
1,149.919,0.631,0.461
1,116.113,0.442,0.618
0,67.952,0.0751,0.446
0,108.812,0.146,0.528
0,167.748,0.226,0.23
0,103.05,0.293,0.529
0,88.481,0.193,0.572
1,121.773,0.379,0.712
0,148.857,0.788,0.698
0,59.165,0.123,0.78
1,179.867,0.526,0.208
0,142.204,0.184,0.158
1,91.969,0.437,0.741
1,116.501,0.575,0.528
1,134.569,0.561,0.457
0,140.257,0.512,0.588
0,175.681,0.347,0.324
0,113.723,0.663,0.323
0,179.39,0.314,0.389
0,113.75,0.579,0.501
0,83.121,0.528,0.684
0,126.595,0.579,0.486
1,142.834,0.811,0.345
0,112.614,0.272,0.316
1,90.609,0.493,0.463
1,172.154,0.669,0.502
1,109.076,0.284,0.509
1,175.921,0.799,0.521
0,95.507,0.215,0.497
1,134.017,0.834,0.649
0,101.397,0.149,0.388
0,109.002,0.351,0.269
0,99.385,0.386,0.34
1,102.625,0.292,0.634
0,79.797,0.174,0.288
0,150.754,0.167,0.368
0,80.841,0.429,0.522
0,89.113,0.0561,0.473
1,110.643,0.465,0.738
0,85.94,0.183,0.164
1,94.416,0.241,0.265
1,95.925,0.556,0.759
0,193.035,0.613,0.475
0,69.859,0.192,0.483
1,117.056,0.756,0.502
0,90.629,0.842,0.683
0,145.706,0.35,0.35
0,129.655,0.34,0.44
1,111.284,0.451,0.669
0,70.49,0.269,0.429
0,109.603,0.463,0.463
1,134.565,0.271,0.557
0,118.351,0.58,0.653
0,84.016,0.341,0.416
0,130.24,0.637,0.7
1,84.596,0.574,0.361
1,111.476,0.616,0.707
1,114.27,0.459,0.675
0,121.979,0.697,0.463
0,99.246,0.309,0.388
1,114.712,0.728,0.71
1,114.497,0.521,0.477
1,85.804,0.297,0.394
0,84.499,0.328,0.317
0,179.493,0.391,0.0729
1,129.407,0.632,0.661
0,80.571,0.194,0.454
0,91.72,0.24,0.533
1,102.938,0.133,0.587
1,124.011,0.715,0.543
1,86.598,0.61,0.449
1,89.081,0.416,0.301
0,79.67,0.678,0.662
1,92.366,0.179,0.439
0,86.968,0.265,0.17
1,95.105,0.991,0.374
1,130.152,0.776,0.508
0,118.588,0.443,0.796
0,132.047,0.363,0.42
0,101.601,0.338,0.616
0,87.776,0.634,0.513
1,88.209,0.62,0.522
1,127.943,0.655,0.808
0,149.724,0.173,0.504
0,97.261,0.409,0.672
0,130.881,0.274,0.36
0,147.643,0.776,0.268
1,102.672,0.351,0.485
1,113.597,0.859,0.686
1,106.816,0.457,0.529
1,173.575,0.592,0.462
1,79.48,0.589,0.494
1,128.876,0.592,0.51
0,61.472,0.378,0.299
0,142.493,0.515,0.366
1,119.962,0.485,0.409
0,158.11,0.444,0.611
1,112.532,0.403,0.514
1,86.648,0.613,0.466
1,94.051,0.168,0.565
0,85.554,0.23,0.223
1,121.849,0.451,0.444
0,101.569,0.413,0.142
0,92.546,0.235,0.369
1,169.043,0.995,0.347
1,101.854,0.687,0.668
1,103.95,0.366,0.481
0,72.945,0.259,0.212
1,100.041,0.816,0.773
1,113.047,0.389,0.51
0,106.47,0.796,0.714
0,175.968,0.306,0.285
1,126.325,0.506,0.732
1,101.406,0.292,0.486
1,83.784,0.304,0.653
0,110.971,0.398,0.512
1,84.252,0.379,0.385
1,85.303,0.626,0.42
0,83.471,0.229,0.232
1,112.048,0.29,0.778
0,134.338,0.388,0.743
0,115.806,0.325,0.482
1,155.279,0.337,0.321
1,107.326,0.654,0.5
1,124.014,0.357,0.522
0,87.075,0.149,0.231
0,92.0,0.105,0.247
1,145.042,0.714,0.496
1,77.588,0.656,0.685
0,69.326,0.235,0.518
0,101.093,0.378,0.519
0,73.079,0.177,0.328
1,112.352,0.224,0.39
0,150.312,0.366,0.538
0,91.725,0.607,0.293
1,86.286,0.177,0.401
1,123.753,0.489,0.806
1,119.34,0.607,0.625
1,74.036,0.863,0.389
0,148.542,0.305,0.601
0,124.918,0.323,0.536
0,125.229,0.71,0.499
0,122.964,0.545,0.736
1,122.107,0.663,0.746
1,121.851,0.51,0.332
1,122.441,0.851,0.66
1,88.25,0.369,0.573
0,75.159,0.617,0.433
1,190.195,0.406,0.404
1,126.72,0.487,0.504
1,136.124,0.37,0.591
1,136.006,0.456,0.617
0,66.105,0.124,0.488
1,141.8,0.402,0.437
1,97.872,0.288,0.342
1,143.316,0.744,0.69
0,87.774,0.119,0.331
1,128.993,0.256,0.636
0,90.589,0.533,0.327
1,107.707,0.54,0.772
0,151.211,0.262,0.633
0,108.04,0.629,0.544
1,91.11,0.794,0.538
1,166.224,0.35,0.453
1,103.932,0.817,0.672
0,92.815,0.575,0.545
1,97.917,0.293,0.621
1,110.07,0.439,0.759
1,181.061,0.124,0.482
0,123.147,0.534,0.472
0,139.461,0.397,0.38
0,112.168,0.655,0.666
0,73.48,0.0546,0.0726
1,84.463,0.464,0.618
1,116.019,0.475,0.648
0,123.678,0.363,0.721
1,78.797,0.575,0.58
0,80.174,0.278,0.635
1,98.121,0.632,0.594
